DIVISION,DISTRICT,THANA/UPAZILA,EIIN,NAME OF THE SCHOOL,POST_OFFICE,LOCATION,MOBPHONE
CHITTAGONG,COXS BAZAR,COX'S BAZAR SADAR,106261,EIDGAH JAHANARA ISLAM GIRLS' HIGH SCHOOL,ISLAMABAD,ISLAMABAD,1817020433
CHITTAGONG,COXS BAZAR,COX'S BAZAR SADAR,106257,GOMATALI HIGH SCHOOL,POKKHALI,GOMATALI EIDGAH,1817107181
CHITTAGONG,COXS BAZAR,COX'S BAZAR SADAR,131189,IDEAL INSTITUTE,P.M KHALI,NAYAPARA,1872293841
CHITTAGONG,COXS BAZAR,COX'S BAZAR SADAR,106258,KHARULIA HIGH SCHOOL,KHARULIA BAZR,KHARULIA,1817797051
CHITTAGONG,COXS BAZAR,COX'S BAZAR SADAR,106270,KHURUSHKUL HIGH SCHOOL,KHURUSH KUL,FAKIR PARA,1717173146
CHITTAGONG,COXS BAZAR,COX'S BAZAR SADAR,106275,MD. ELIAS MIA CHY. HIGH SCHOOL,JHILWANJA,JANARGHONA,1550600437
CHITTAGONG,COXS BAZAR,COX'S BAZAR SADAR,106278,NAPIT KHALI SECONDARY SCHOOL,NAPITKHALI,NAPIT KHALI,1818992179
CHITTAGONG,COXS BAZAR,COX'S BAZAR SADAR,106279,P.M. KHALI  HIGH SCHOOL,P.M. KHALI,PARANIA PARA,1815914970
CHITTAGONG,COXS BAZAR,COX'S BAZAR SADAR,106276,POOKKHALI MODEL HIGH SCHOOL,POOKKHALI,ICHHAKHALI,1814305161
CHITTAGONG,COXS BAZAR,COX'S BAZAR SADAR,106269,SAIKAT GIRLS HIGH SCHOOL,COX'S BAZAR,BIMAN BONDOR ROAD,1816060068
CHITTAGONG,COXS BAZAR,COX'S BAZAR SADAR,106281,SHAGAR MONI HIGH SCHOOL,CHOWFALDANDI,PASCHIM CHOWFALDANDI,1815625329
CHITTAGONG,COXS BAZAR,COX'S BAZAR SADAR,106264,SHAHITYIKA HIGH SCHOOL,COX'S BAZAR,SHAHITYIKA PALLI,1711042255
CHITTAGONG,COXS BAZAR,COX'S BAZAR SADAR,106287,SOUTH KHURUSHKUL MODEL HIGH SCHOOL,KHURUSHKUL,SOUTH HINDU PARA/85/RUHULARDIL ROAD,1709903800
CHITTAGONG,COXS BAZAR,COX'S BAZAR SADAR,106282,T M C GIRLS HIGH SCHOOL,COX'S BAZAR,ALIR JAHAL,1675768020
CHITTAGONG,COXS BAZAR,KUTUBDIA,106322,ALI AKBAR DAIL HIGH SCHOOL,KUTUBDIA,ALI AKBAR DAIL,1811809133
CHITTAGONG,COXS BAZAR,KUTUBDIA,106319,DHURUNG IDEAL HIGH SCHOOL,DHURUNG BAZAR,SOUTH DHURUNG,1713624499
CHITTAGONG,COXS BAZAR,KUTUBDIA,106321,KABI JASIM UDDIN HIGH SCHOOL,KUTUBDIA,"123 , ALI AKBAR DAIL",1815645952
CHITTAGONG,COXS BAZAR,KUTUBDIA,131231,KAIYARBIL IDEAL HIGH SCHOOL,KUTUBDIA,KAIYARBIL,1713825373
CHITTAGONG,COXS BAZAR,KUTUBDIA,106320,KUTUBDIA GOVT.GIRLS HIGH SCHOOL,KUTUBDIA,BARAGHOP,1683381759
CHITTAGONG,COXS BAZAR,KUTUBDIA,106318,KUTUBDIA MODEL HIGH SCHOOL,KUTUBDIA,BARAGHOP,1813674059
CHITTAGONG,COXS BAZAR,KUTUBDIA,106325,LEMSHIKHALI HIGH SCHOOL,LEMSHIKHALI,LEMSHIKHALI,1718054838
CHITTAGONG,COXS BAZAR,KUTUBDIA,106323,SATAR UDDIN HIGH SCHOOL,DHURUNG,LAMSIKHALI,1716656499
CHITTAGONG,COXS BAZAR,KUTUBDIA,106324,UTTARAN BIDDANIKETON,DHURUNG,UTTAR DHURUNG,1816098848
CHITTAGONG,COXS BAZAR,MAHESHKHALI,106352,ABDUL MABUD CHOWDUARY HIGH SCHOOL,HOANAK,KERUNTALI,1826309777
CHITTAGONG,COXS BAZAR,MAHESHKHALI,106339,BARA MOHESHKHLI GIRLS HIGH SCHOOL,BARA MAHESHKHALI,MIAZIR PARA,1816464742
CHITTAGONG,COXS BAZAR,MAHESHKHALI,106346,DHAL GHATA ADARSHA HIGH SCHOOL,DHALGHATA,UTTAR SUTRIA,1863268999
CHITTAGONG,COXS BAZAR,MAHESHKHALI,136924,GORAK GHATA JUNIOR SCHOOL,GORAKGHATA,GORAKGHATA,1711781298
CHITTAGONG,COXS BAZAR,MAHESHKHALI,106342,HOANAK M.L. HIGH SCHOOL,HOANAK,BANIAKATA,1817794341
CHITTAGONG,COXS BAZAR,MAHESHKHALI,106336,HOANAKGIRLSHIGHSCHOOL,HOANAK,PEACHARY,1814122826
CHITTAGONG,COXS BAZAR,MAHESHKHALI,106343,KALAR MAR CHHARA HIGH SCHOOL,KALARMARCHARA,KALARMARCHHARA,1839355150
CHITTAGONG,COXS BAZAR,MAHESHKHALI,106338,KUTUB JOOM IDEAL HIGH SCHOOL,KUTUBJOM,KUTUBJOOM,1711230070
CHITTAGONG,COXS BAZAR,MAHESHKHALI,106348,KUTUBJOME OFF-SHORE HIGH SCHOOL,KUTUBJOM,SIKDER PARA,182507586
CHITTAGONG,COXS BAZAR,MAHESHKHALI,106341,MATAR BARI HIGH SCHOOL,MATAR BARI,MATAR BARI,1740802691
CHITTAGONG,COXS BAZAR,MAHESHKHALI,106340,MOHESH KHALI MODEL  HIGH SCHOOL,GORAKGHATA,"PUTIBILA, WARD NO-02, MOHESHKAHLI POURASAVA. ",1845676055
CHITTAGONG,COXS BAZAR,MAHESHKHALI,106344,MOHESHKHALI  GOVT. GIRLS HIGH SCHOOL,GORAKGHATA,PUTIBILA,1911053678
CHITTAGONG,COXS BAZAR,MAHESHKHALI,106335,MOHESHKHALI ISLAND HIGH SCHOOL,BARA MAHESHKHALI,BARA MOHESH KHALI,1716397245
CHITTAGONG,COXS BAZAR,MAHESHKHALI,106351,NORTH NOLBILA JR. SECONDRY SCHOOL,KALARMARCHHARA,UTTAR NOLBILA,1713967346
CHITTAGONG,COXS BAZAR,MAHESHKHALI,106347,PANIRCHARA IDEAL HIGH SCHOOL,HOANAK,PANIRCHARA,1859233173
CHITTAGONG,COXS BAZAR,MAHESHKHALI,106345,SHAPLAPUR HIGH SCHOOL,SHAPLAPUR,SAPLAPUR,1816057672
CHITTAGONG,COXS BAZAR,MAHESHKHALI,106337,YUNUS KHALI NASIR UDDIN HIGH SCHOOL,KALARMAR CHARA,YOUNUS KHALI,1818144865
CHITTAGONG,COXS BAZAR,PEKUA,106243,BARABAKIA MODEL  HIGH SCHOOL,BARABAKIA,BARABAKIA,1812585230
CHITTAGONG,COXS BAZAR,PEKUA,134916,EAST UJANTIA  HIGH SCHOOL,UJANTIA,EAST UJANTIA,1813872437
CHITTAGONG,COXS BAZAR,PEKUA,106241,HOSNE ARA GIRLS HIGH SCHOOL,BARBAKIA,BARBAKIA,1921593014
CHITTAGONG,COXS BAZAR,PEKUA,106234,MEHERNAMA HIGH SCHOOL,PEKUA,MEHERNAMA,1814942921
CHITTAGONG,COXS BAZAR,PEKUA,106236,MOGNAMA HIGH SCHOOL,MOGNAMA,MOGNAMA,1191261300
CHITTAGONG,COXS BAZAR,PEKUA,106235,PEKUA G.M.C. MODEL  INSTITUTION,PEKUA,PEKUA,1820026956
CHITTAGONG,COXS BAZAR,PEKUA,106242,PEKUA GIRLS HIGH SCHOOL,PEKUA,PEKUA,1718004548
CHITTAGONG,COXS BAZAR,PEKUA,134914,PEKUA MODEL SCHOOL,PEKUA,PEKUA,1794221567
CHITTAGONG,COXS BAZAR,PEKUA,106237,RAJAKHALI FAIZUN NESSA HIGH SCHOOL,RAJAKHALI,RAJAKHALI,1706989699
CHITTAGONG,COXS BAZAR,PEKUA,106239,RAJAKHALI YAR ALI KHAN IDEAL HIGH SCHOOL,RAJAKHALI,RAJAKHALI,1743654141
CHITTAGONG,COXS BAZAR,PEKUA,106238,SHILKHALI HIGH SCHOOL,BARBAKIA,SHILKHALI,1718982864
CHITTAGONG,COXS BAZAR,PEKUA,106240,TAITONG HIGH SCHOOL,HAJI BAZAR,TOITONG,1715091141
CHITTAGONG,COXS BAZAR,RAMU,106381,AL FUAD ACADEMY,RABETA,DHOYA PALONG,1817714436
CHITTAGONG,COXS BAZAR,RAMU,106383,AL-HAJ FAZAL AMBIA HIGH SCHOOL,RAMU,RAJARKUL,1818674478
CHITTAGONG,COXS BAZAR,RAMU,136247,CHAILLATALI A K AZAD HIGH SCHOOL,KHARULIA,CHAILLATALI,1850393662
CHITTAGONG,COXS BAZAR,RAMU,134915,CHAINDA MODEL HIGH SCHOOL,CHAINDA,CHAINDA,1818531606
CHITTAGONG,COXS BAZAR,RAMU,106388,DECHUA PALONG  HIGH SCHOOL,RABETA,DECHUA PALONG,1817382851
CHITTAGONG,COXS BAZAR,RAMU,106379,EADGOR AMIR MOHAMMAD BADI UDDIN HIGH SCHOOL,EADGOR,EADGOR,1714622104
CHITTAGONG,COXS BAZAR,RAMU,106377,GARJANIA HIGH SCHOOL,GARJANIA,BOMANGKHIL,1816764048
CHITTAGONG,COXS BAZAR,RAMU,134907,GOALIA PALONG SESDP MODEL HIGH SCHOOL,GOALIAPALONG,GOALIA PALONG,1815624423
CHITTAGONG,COXS BAZAR,RAMU,106382,JARAILTALI HIGH SCHOOL,RAMU,JARAILTALI,1554331836
CHITTAGONG,COXS BAZAR,RAMU,106387,JOARIANALA GIRLS HIGH SCHOOL,JOARIANALA,VARASARAKUL,1815606308
CHITTAGONG,COXS BAZAR,RAMU,106378,JOARIANALA H.M. SANCHI HIGH SCHOOL,JOARIANALA,JOARIANALA,1846540474
CHITTAGONG,COXS BAZAR,RAMU,106385,KACCHAPIA HIGH SCHOOL,GARJANIA,ZANGSARI NATUN PARA,1814261191
CHITTAGONG,COXS BAZAR,RAMU,106386,KAWARKHOP HAKIM RAKIMA HIGH SCHOOL,KAWARKHOP,KAWARKHOP,1818510227
CHITTAGONG,COXS BAZAR,RAMU,131215,MONSUR ALI SIKDAR IDEAL SCHOOL,RAJAKUL,NAYAPARA,1817024860
CHITTAGONG,COXS BAZAR,RAMU,106384,NADERZZAMAN HIGH SCHOOL,DHALIRCHHARA,DHOLIRCHHARA,1816805663
CHITTAGONG,COXS BAZAR,RAMU,106380,RAMU GIRLS HIGH SCHOOL,RAMU,"MERONGLOWA, FATEKHARKUL",1818510228
CHITTAGONG,COXS BAZAR,RAMU,106375,RAMU KHEEZARHEE MODEL HIGH SCHOOL,RAMU,MERANGLOA,1820516733
CHITTAGONG,COXS BAZAR,RAMU,106376,SOUTH MITHACHHARI HIGH SCHOOL,KHARULIA,DAKSHIN MITHACHHARI,1819894182
CHITTAGONG,COXS BAZAR,TEKNAF,131284,ALFALAH ACADEMY NHILLA,NHILLA BAZZAR,NHILLA,1720658148
CHITTAGONG,COXS BAZAR,TEKNAF,131195,ALHAJ ALI ACHIYA  HIGH SCHOOL,WHYAKONG,WHYAKONG,1714371311
CHITTAGONG,COXS BAZAR,TEKNAF,106409,KHANJAR PARA  HIGH SCHOOL,NOYA PARA,KHANJAR PARA,1832073301
CHITTAGONG,COXS BAZAR,TEKNAF,106408,LAMBARY MALKABANU. JUNIOR. HIGH SCHOOL,TECKNAF,LANGURBIL,1817703378
CHITTAGONG,COXS BAZAR,TEKNAF,131446,MARISH BONIA SESDP MODEL HIGH SCHOOL,ZAHAZ PURA,MARISH BANIA,1836431748
CHITTAGONG,COXS BAZAR,TEKNAF,106400,NAYA BAZAR HIGH SCHOOL,NAYA PARA,NAYA BAZAR,1824855244
CHITTAGONG,COXS BAZAR,TEKNAF,106402,NAYA PARA ALHAJ NABI HOSSAIN HIGH SCHOOL,SABRANG,NAYAPARA,1815634863
CHITTAGONG,COXS BAZAR,TEKNAF,106399,NHEELA HIGH SCHOOL,HNILLA BAZAR,FULER DAIL,1830168889
CHITTAGONG,COXS BAZAR,TEKNAF,106407,NHILA GIRLS HIGH SCHOOL,NHILA BAZAR,NHILA GIRLS HIGH SCHOOL,1815507655
CHITTAGONG,COXS BAZAR,TEKNAF,106403,SABRANG HIGH SCHOOL,SUBRANG,SIKDERPARA,1816251658
CHITTAGONG,COXS BAZAR,TEKNAF,106406,SAINT MARTIN BN ISLAMIC HIGH SCHOOL,SAINT MARTIN,SAINT MARTIN,1818765481
CHITTAGONG,COXS BAZAR,TEKNAF,106405,SHAHPARIR DWIP HAZI BASIR AHMED HIGH SCHOOL,SHAHPARIR DWIP,SHAHPARIR DWIP,1816001573
CHITTAGONG,COXS BAZAR,TEKNAF,106404,SHAMLAPUR HIGH SCHOOL,BAHAR SARA,SHAMLAPUR,1818603795
CHITTAGONG,COXS BAZAR,TEKNAF,106401,TEKNAF EZAHAR GIRLS HIGH SCHOOL,TAKNEF,PURAN PALLANPARA,1817071640
CHITTAGONG,COXS BAZAR,TEKNAF,106398,TEKNAF PITOT HIGH SCHOOL,TEKNAF,ALIABAD,1866419821
CHITTAGONG,COXS BAZAR,UKHIA UPAZILA,106435,ABUL KASHEM NOOR JAHAN CHOWDHURY HIGH SCHOOL,UKHIYA,RAJA PALONG,1819519457
CHITTAGONG,COXS BAZAR,UKHIA UPAZILA,106427,BALUKHALI KASHEMIA HIGH SCHOOL,BALUKHALI,BALUKHALI,1818738452
CHITTAGONG,COXS BAZAR,UKHIA UPAZILA,106429,BHALUKIA PALONG HIGH SCHOOL,CHAKBAITA,BHALUKIA PALONG,1816024706
CHITTAGONG,COXS BAZAR,UKHIA UPAZILA,133973,DAILPARA JUNIOR SCHOOL,UKHIYA,DAILPARA,1820119718
CHITTAGONG,COXS BAZAR,UKHIA UPAZILA,106433,JALIA PALONG HIGH SCHOOL,INANI,SONAI CHARI,1554313212
CHITTAGONG,COXS BAZAR,UKHIA UPAZILA,106432,KUTPALONG HIGH SCHOOL,UKHIA,KUTPALONG,1819949813
CHITTAGONG,COXS BAZAR,UKHIA UPAZILA,106428,MARICHA PALONG HIGH SCHOOL,MARICHA PALONG,MARICHA,1814725689
CHITTAGONG,COXS BAZAR,UKHIA UPAZILA,106437,MUKTIJUDDA SMIRITI GIRLS HIGH SCHOOL,MARICHA PALONG,MARICHA PALONG,1818232824
CHITTAGONG,COXS BAZAR,UKHIA UPAZILA,106431,PALONG KHALI HIGH SCHOOL,BALUKHALI,PALONG KHALI,1813846379
CHITTAGONG,COXS BAZAR,UKHIA UPAZILA,106425,PALONG M.L. MODEL HIGH SCHOOL,RATNA PALONG,RATNA PALONG,1879350750
CHITTAGONG,COXS BAZAR,UKHIA UPAZILA,106430,SONAR PARA HIGH SCHOOL,INANI,SONAR PARA,1818984458
CHITTAGONG,COXS BAZAR,UKHIA UPAZILA,106436,THAING KHALI HIGH SCHOOL,BALIKHALI,THAING KHALI,1819608471
CHITTAGONG,COXS BAZAR,UKHIA UPAZILA,106426,UKHIYA  MULTILATERAL HIGH SCHOOL,UKHIYA,UHALA PALONG,1715694566
CHITTAGONG,COXS BAZAR,UKHIA UPAZILA,106448,UKHIYA GIRLS SCHOOL ,UKHIA,UKHIYA PALONG,1819803045
CHITTAGONG,FENI,CHHAGALNAIYA,106453,AGRANI HIGH SCHOOL,PATHAN NAGAR,PATHANNAGAR,1815281516
CHITTAGONG,FENI,CHHAGALNAIYA,130795,AMIN NEWAZ JUNIOR GIRL'S SCHOOL,CHAGALNAIYA,MOTUA,1813403068
CHITTAGONG,FENI,CHHAGALNAIYA,106473,ANOWARA BEGUM ADARSHA GIRLS HIGH SCHOOL,RADHANAGAR,SOUTH ADHAR MANIK,1871350086
CHITTAGONG,FENI,CHHAGALNAIYA,106457,BANSH PARA IDEAL ACADEMY,CHHAGALNAIYA,BANSH PARA,1819705473
CHITTAGONG,FENI,CHHAGALNAIYA,106474,BATHANIA DULUMA AZIM HIGH SCHOOL,EAST SHILUA,BATHANIA,1818005969
CHITTAGONG,FENI,CHHAGALNAIYA,106458,CHAAGALNAIYA ACADEMY,CHHAGALNAIYA,MOTUA,1815388409
CHITTAGONG,FENI,CHHAGALNAIYA,106460,CHHAGAL NAYIYA PILOT GIRLS HIGH SCHOOL,CHHAGALNAIYA,WEST CHHAGALNAIYA,1813168555
CHITTAGONG,FENI,CHHAGALNAIYA,106461,CHHAGALNAIYA MODEL PILOT HIGH SCHOOL,CHHAGALNAIYA,WEST CHHAGALNAIYA,1815448380
CHITTAGONG,FENI,CHHAGALNAIYA,106471,GATIA  AZIZUL HOQUE HIGH SCHOOL,HARIPUR BAZAR,PATHAN GAR PURBA,1819832127
CHITTAGONG,FENI,CHHAGALNAIYA,106456,HABIB ULLAH KHAN HIGH SCHOOL,KARIYA BAZAR,DURGAPUR,1819358275
CHITTAGONG,FENI,CHHAGALNAIYA,106465,HARIPUR ALI AKBAR HIGH SCHOOL,PURBA SILUA,PURBA SILUA,1712202145
CHITTAGONG,FENI,CHHAGALNAIYA,106455,HICHACHHARA M. L. HIGH SCHOOL,CHHAGALNAIYA,HICHACHHARA,1722296029
CHITTAGONG,FENI,CHHAGALNAIYA,106475,JAMILA KHATUN CHOWDHURY HIGH SCHOOL,AMZAD HAT,WEST  DEBPUR,1818730970
CHITTAGONG,FENI,CHHAGALNAIYA,106462,JOYPUR SOROJINI HIGH SCHOOL,MAHARAJGANJ,JOYPUR,1816556473
CHITTAGONG,FENI,CHHAGALNAIYA,106463,KARIAYA (ML) HIGH SCHOOL,KARAIYA BAZAR,DAKKHIN KUHUMA,1716496372
CHITTAGONG,FENI,CHHAGALNAIYA,106469,KASHIPUR HIGH SCHOOL,KASHIPUR,KASHIPUR,1819983077
CHITTAGONG,FENI,CHHAGALNAIYA,106452,MODHUGRAM BOHUMUKHI HIGH SCHOOL,MADHUGRAM,PACHCHIM MODHUGRAM,1711332714
CHITTAGONG,FENI,CHHAGALNAIYA,106467,MUHURIGONJ  HIGH  SCHOOL,DAULATPUR,DAULATPUR,1818065260
CHITTAGONG,FENI,CHHAGALNAIYA,106466,NIZKUUNJARA HIGH SCHOOL,NIZKUNJARA,NIZ KUNZARA,1816720070
CHITTAGONG,FENI,CHHAGALNAIYA,106459,NIZPANUA HIGH SCHOOL,NIZPANUA,NEEZPANUA,1715722672
CHITTAGONG,FENI,CHHAGALNAIYA,106451,NURUN NEWAZ HIGH SCHOOL,UTTAR JASPUR,UTTAR JOSPUR,1817207230
CHITTAGONG,FENI,CHHAGALNAIYA,106449,PATHANNAGAR NURUL HAQUE HIGH SCHOOL,PATHANNAGAR,WEST PATHANGOR,1818238296
CHITTAGONG,FENI,CHHAGALNAIYA,106470,PURBA DEBPUR HIGH SCHOOL,CHANDGAZI,PURBA DEBPUR,1914669828
CHITTAGONG,FENI,CHHAGALNAIYA,106468,RADHANAGAR HIGH SCHOOL,RADHANAGAR,NORTH ANDARMANIK,1712882452
CHITTAGONG,FENI,CHHAGALNAIYA,106454,SALEMA NAZIR HIGH SCHOOL,HORIPUR BAZAR,HORIPUR,1711963912
CHITTAGONG,FENI,CHHAGALNAIYA,106464,SOUTH SATARA HIGH SCHOOL,DAKKHIN SATARA,SOUTH SATARA,1816831997
CHITTAGONG,FENI,CHHAGALNAIYA,106450,UTTAR KUHUMA HIGH SCHOOL,KUHUMA SHANTIR BAZAR,UTTAR KUHUMA,1818721890
CHITTAGONG,FENI,CHHAGALNAIYA,106472,ZAFOR IMAM ADARSHA HIGH SCHOOL,DAROGARHAT,DOKHIN BHOLLOBHPUR,1834729350
CHITTAGONG,FENI,DAGANBHUIYAN,130744,ALHAJ SAMSUL HOQ MIA ADHERSHA ACADEMY,K  D HAT,UTTAR MASIMPUR,1715091184
CHITTAGONG,FENI,DAGANBHUIYAN,106512,ATATURK MODEL HIGH SCHOOL,DAGANBHUIYA,DAGANBHUIYAN,1715612582
CHITTAGONG,FENI,DAGANBHUIYAN,106531,BADARER NESSA HIGH SCHOOL,DAGANBHUIYA,ALAIARPUR,1714436587
CHITTAGONG,FENI,DAGANBHUIYAN,106517,BAGDUBI HIGH SCHOOL,SAMI BHUIYAR HAT,SOUTH ALI PUR,1732853761
CHITTAGONG,FENI,DAGANBHUIYAN,130740,BARAHI GUNI HIGH SCHOOL,JAILASKARA,BARAHIGUNI,1817125217
CHITTAGONG,FENI,DAGANBHUIYAN,106518,BATHSHIRI HIGH SCHOOL,SHAMASPUR,BATHSHIREE,1712121529
CHITTAGONG,FENI,DAGANBHUIYAN,106520,BOROYIA ALI AKBAR HIGH SCHOOL,ENAYET NAGAR,BOROYIA,1814236226
CHITTAGONG,FENI,DAGANBHUIYAN,106529,CHANDRA DIP  HIGH SCHOOL,GAZARIA BAZAR,CHANDRADIP,1756840550
CHITTAGONG,FENI,DAGANBHUIYAN,106511,DAGON BHUIYAN ACADEMY,DAGONBHUIYAN,UDRAJPUR,1819109291
CHITTAGONG,FENI,DAGANBHUIYAN,106510,DAGONBHUIYAN GIRLS HIGH SCHOOL,DAGANBHUIYA,FAZILER GHAT ROAD,1818468434
CHITTAGONG,FENI,DAGANBHUIYAN,106509,DAKSHIN NEAZPUR MOKBUL AHMED HIGH SCHOOL,BEKER BAZAR,DAKSHIN NEAZPUR,1819960213
CHITTAGONG,FENI,DAGANBHUIYAN,106515,DUDMUKHA HIGH SCHOOL,DUDMUKHA,CHANDIPUR,1712512095
CHITTAGONG,FENI,DAGANBHUIYAN,106525,FAZILERGHAT  HIGH  SCHOOL,FAZILERGHAT,JAGATPUR,1717620699
CHITTAGONG,FENI,DAGANBHUIYAN,106528,JAFAR IMAM BIR BIKRAM HIGH SCHOOL,RAJAPUR, GONIPUR,1815313261
CHITTAGONG,FENI,DAGANBHUIYAN,106526,JAHANARA HIGH SCHOOL,ATIMKHANA BAZAR,DEBRAMPUR,1713600993
CHITTAGONG,FENI,DAGANBHUIYAN,106513,JAYLASKAR HIGH SCHOOL,JAYLASKAR,JAYLASKAR,1819808763
CHITTAGONG,FENI,DAGANBHUIYAN,106516,KARIM ULLAH HIGH SCHOOL,MATUBHUIYA,MAMARIZPUR,1716195413
CHITTAGONG,FENI,DAGANBHUIYAN,106524,MOMARIZ PUR HIGH SCHOOL,MATUBHUIYA,MOMARIZ PUR,
CHITTAGONG,FENI,DAGANBHUIYAN,106514,PRATAP PUR HIGH SCHOOL,PRATAPPUR,PRATAPPUR,1715531912
CHITTAGONG,FENI,DAGANBHUIYAN,106521,PURBA CHANDRA PUR HIGH SCHOOL,BAIRAGIR HAT,PURBA CHANDRA PUR,18434235084
CHITTAGONG,FENI,DAGANBHUIYAN,106505,RAMNAGAR K.M.C. (R:) HIGH SCHOOL,RAMNAGAR,RAMNAGAR,1713600418
CHITTAGONG,FENI,DAGANBHUIYAN,106507,ROGHUNATHPUR HIGH SCHOOL,K.D. HAT,RAGHUNATHPUR,1812726744
CHITTAGONG,FENI,DAGANBHUIYAN,106522,SAPUA HIGH SCHOOL,GAZARIA BAZAR,SAPUA,1816336567
CHITTAGONG,FENI,DAGANBHUIYAN,106519,SHUJATPUR HIGH SCHOOL,K.D. HAT,NOADDA,1817754100
CHITTAGONG,FENI,DAGANBHUIYAN,106508,SILONIA HIGH SCHOOL,SILONIA,CHANPUR,1818955011
CHITTAGONG,FENI,DAGANBHUIYAN,106506,SULTANA MEMORIAL GIRLS  HIGH SCHOOL,SILONIA,OMORPUR,1819866317
CHITTAGONG,FENI,FENI SADAR,106602,"ADARSHA HIGH SCHOOL, NAIRAJ PUR",KRISHNA MAZUMDAR HAT,NAIRAJ PUR,1819834148
CHITTAGONG,FENI,FENI SADAR,106579,ALHAZ KOBBAD AHAMMAD ADARSHA HIGH SCHOOL,FENI,"419, HIGH WAY,PURBA BIJOY SINGHA.FENI PORASBA,FENI",1818331852
CHITTAGONG,FENI,FENI SADAR,106600,BAGER HAT HIGH SCHOOL,BALUA CHOWMUHONI,NORTH DHALIA,1818143723
CHITTAGONG,FENI,FENI SADAR,106592,BALIGAON HIGH SCHOOL,APTABIBIR HAT,BALIGAON,1819534806
CHITTAGONG,FENI,FENI SADAR,130784,BATTALI SALAH FERDOUS ACADEMY,SOUDAGOR BAZAR,SHIBPUR,1819507330
CHITTAGONG,FENI,FENI SADAR,106564,BEGUM SHAMSUNNAHAR GIRLS HIGH SCHOOL,LASKAR HAT,LAKSHMIPUR,1718373213
CHITTAGONG,FENI,FENI SADAR,106601,BIROLY ADARSHA HIGH SCHOOL,BIROLY BAZAR,BIROLY,1829710458
CHITTAGONG,FENI,FENI SADAR,130792,BOGDADIA  HIGH SCHOOL,KHAYARA BAZAR,DAKSHIN SANUA,1819060772
CHITTAGONG,FENI,FENI SADAR,106566,CHANDPUR  HIGH  BIDYA  NIKETAN,LEMUA  BAZAR,CHANDPUR,1817352699
CHITTAGONG,FENI,FENI SADAR,106573,CHANUA FAZIL PUR HIGH SCHOOL,FAZILPUR,FAZILPUR,1815567917
CHITTAGONG,FENI,FENI SADAR,106603,CHANUA HIGH SCHOOL,CHANUA BAZAR,CHANUA,1819145777
CHITTAGONG,FENI,FENI SADAR,130766,DAFFODIL RESIDENTIAL SCHOOL,FENI,3013  FALAHIIA ROAD,1558315178
CHITTAGONG,FENI,FENI SADAR,106593,DAULATPUR H.B. HIGH SCHOOL,MOMTAJ MIAR HAT,DAULATPUR,1819984248
CHITTAGONG,FENI,FENI SADAR,106591,DHALIA HIGH SCHOOL,BORO DHALIA,DHALIA,1816112934
CHITTAGONG,FENI,FENI SADAR,106605,DHARMAPUR AMIN UDDIN HIGH SHCOOL,DHARMAPUR,DHARMAPUR,1816230638
CHITTAGONG,FENI,FENI SADAR,106606,DHOON SHAHADDA HIGH SCHOOL,APTAB BIBIR HAT,DHOON SHAHADDA,1830019678
CHITTAGONG,FENI,FENI SADAR,106556,ELAHIGONJ MOMATAZ UDDIN HIGH SCHOOL,ELAHIGONJ,JAGIRGOAN,1823012761
CHITTAGONG,FENI,FENI SADAR,130762,FAKIR HAT ABU BAKAR HIGH SCHOOL,HAZIR BAZAR,KATALIA,1819847195
CHITTAGONG,FENI,FENI SADAR,130780,FANI POURA BALIKA BIDDYA NIKETAN,FENI,BARAHIPUR,1816007138
CHITTAGONG,FENI,FENI SADAR,106583,FATEHPUR HIGH SCHOOL,FATEHPUR,FATEHPUR,1711305586
CHITTAGONG,FENI,FENI SADAR,106581,FAZILPUR FARADNAGAR JINNAH HIGH SCHOOL,FAZILPUR,FAZILUR,1715216000
CHITTAGONG,FENI,FENI SADAR,106574,FAZILPUR W.B. QUADRI HIGH SCHOOL,FAZILPUR,FAZILPUR,1710913205
CHITTAGONG,FENI,FENI SADAR,106585,FENI BALIKA BIDYY NIKETON,FENI,FENI BALIKA BIDYA NIKETON,1712770595
CHITTAGONG,FENI,FENI SADAR,106588,FENI CENTRAL HIGH SCHOOL,FENI,"TRANK ROAD,169",1818807798
CHITTAGONG,FENI,FENI SADAR,130777,FENI COLLEGIATE SCHOOL,FENI,"SADAR HOSPITAL MOR, FENI",1839994202
CHITTAGONG,FENI,FENI SADAR,106587,FENI G.A. ACADEMY,FENI,ACADEMY ROAD,1818489920
CHITTAGONG,FENI,FENI SADAR,106582,FENI GOVT GIRLS HIGH SCHOOL,FENI,TRANK ROAD,1816645557
CHITTAGONG,FENI,FENI SADAR,106577,FENI GOVT.PILOT HIGH SCHOOL,FENI,59,1716397719
CHITTAGONG,FENI,FENI SADAR,106596,"FENI LABRATORY HIGH SCHOOL, FENI",FENI,"T.T.COLLAGE CAMPUS,FENI",1823517089
CHITTAGONG,FENI,FENI SADAR,106584,FENI MODEL HIGH SCHOOL,FENI,192  MASTER  PARA,1819140452
CHITTAGONG,FENI,FENI SADAR,130814,FENI MODERN RESIDENTIAL SCHOOL AND COLLEGE,FENI,"136, SELINA PARVEN ROAD",1827161986
